0.277219756,7302.425107
0.292980022,4259.629101
0.30918424,3476.462197
0.325166482,2834.522111
0.340926748,2654.778887
0.357130966,2513.552068
0.373113208,2475.035663
0.389317425,2783.166904
0.405299667,4811.697575
0.420837958,3463.623395
0.437264151,3810.271041
0.452802442,4708.987161
0.469006659,5350.927247
0.485210877,10576.31954
1.053846411,451.5648286
1.065864866,451.5648286
1.090314528,444.4113264
1.118491422,437.2578241
1.140909256,430.1043219
1.173716389,419.3740686
1.21433258,407.4515648
1.23867135,396.7213115
1.27790734,385.9910581
1.310932177,378.8375559
1.360147188,374.0685544
1.415216227,382.414307
1.476695316,395.5290611
1.532133407,412.2205663
1.621514037,418.1818182
1.682388913,436.0655738
1.740607602,445.6035768
1.857884134,443.219076
1.900501769,431.2965723
1.949616254,421.7585693
2.00567796,402.6825633
2.092807582,383.6065574
2.159099078,369.2995529
2.291542461,370.4918033
2.330854413,385.9910581
2.397878719,396.7213115
2.618150548,401.490313
2.802486778,396.7213115
2.924230955,375.2608048
3.034012425,357.3770492
3.16581442,338.3010432
3.275366714,319.2250373
3.379116796,301.3412817
3.545959034,285.8420268
3.679081417,284.6497765
3.742196928,307.3025335
3.806395201,326.3785395
3.971750647,329.9552906
4.097559294,306.1102832
4.215385643,282.2652757
4.423518246,270.342772
4.694865555,278.6885246
4.816194515,278.6885246
4.954685401,272.7272727
5.169924275,273.9195231
5.34882834,279.880775
5.533923339,271.5350224
5.790718361,269.1505216
5.957231925,259.6125186
6.322660247,252.4590164
6.504469934,242.9210134
6.903466912,232.1907601
7.244322212,234.5752608
7.732421303,235.7675112
8.068329141,244.1132638
8.514840763,251.266766
9.088543301,253.6512668
9.673437371,254.8435171
10.17987726,261.9970194
10.89661228,275.1117735
11.2736871,287.0342772
11.63079091,310.8792846
11.6638105,320.4172876
12.10526316,326.171875
13.11403509,320.3125
13.50877193,320.3125
13.99122807,320.3125
14.8245614,320.3125
15.35087719,320.3125
16.18421053,326.171875
17.10526316,367.1875
17.5877193,361.328125
18.07017544,390.625
18.11403509,443.359375
18.64035088,496.09375
19.51754386,496.09375
20.30701754,519.53125
20.74561404,554.6875
21.49122807,613.28125
22.14912281,666.015625
22.89473684,666.015625
23.50877193,630.859375
24.34210526,583.984375
25.13157895,554.6875
25.83333333,572.265625
26.40350877,613.28125
26.71052632,648.4375
27.36842105,648.4375
28.24561404,648.4375
28.68421053,625
29.64912281,625
30.70175439,630.859375
31.79824561,630.859375
32.63157895,625
33.15789474,613.28125
34.03508772,613.28125
34.9122807,660.15625
35.87719298,695.3125
36.57894737,724.609375
36.92982456,759.765625
37.80701754,847.65625
38.59649123,865.234375
38.77192982,923.828125
39.21052632,1023.4375
39.9122807,1023.4375
40.87719298,1023.4375
41.92982456,1023.4375
42.54385965,1041.015625
43.33333333,1082.03125
44.03508772,1128.90625
44.56140351,1222.65625
44.9122807,1269.53125
45.30701754,1375
45.74561404,1462.890625
46.09649123,1562.5
46.53508772,1603.515625
47.01754386,1650.390625
47.36842105,1732.421875
47.85087719,1902.34375
48.07017544,2048.828125
48.55263158,2283.203125
48.94736842,2447.265625
49.25438596,2611.328125
49.47368421,2857.421875
49.8245614,3056.640625
